xmin ymin width height confidence class name
307.0874328613281 11.247231483459473 197.95455932617188 94.0267858505249 0.8249225616455078 3 Heading
83.92527770996094 189.40277099609375 149.51441955566406 180.94412231445312 0.8666245937347412 4 Image
330.23883056640625 203.01058959960938 303.249755859375 140.69625854492188 0.8785431385040283 8 Paragraph
569.1409301757812 481.1252136230469 198.17767333984375 199.52297973632812 0.9031870365142822 4 Image
183.76844787597656 491.7886657714844 311.94227600097656 170.33059692382812 0.8922411203384399 8 Paragraph
432.77545166015625 778.8209228515625 102.81829833984375 75.06658935546875 0.8561362624168396 2 "Check Box"
259.47694396972656 787.031005859375 112.92219543457031 70.76898193359375 0.8440706729888916 2 "Check Box"
102.0849838256836 801.7040405273438 124.5366439819336 55.8240966796875 0.83641117811203 5 Label
